Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label
5042064,0.0,1.0,0.0,2,270000.0,2.0,1.0,1.0,1.0,-16053.0,-7369,1,1,1,0,9.0,4,1
5045888,0.0,0.0,1.0,0,225000.0,1.0,4.0,3.0,1.0,-23286.0,365243,1,0,0,0,9.0,1,1
5045894,0.0,0.0,1.0,0,225000.0,1.0,4.0,3.0,1.0,-23286.0,365243,1,0,0,0,9.0,1,1
5045895,0.0,0.0,1.0,0,225000.0,1.0,4.0,3.0,1.0,-23286.0,365243,1,0,0,0,9.0,1,1
5046324,0.0,0.0,1.0,1,157500.0,0.0,4.0,3.0,1.0,-15466.0,-2269,1,0,1,0,9.0,3,1
5046328,0.0,0.0,1.0,1,157500.0,1.0,4.0,3.0,1.0,-15466.0,-2269,1,0,1,0,9.0,3,1
5047662,0.0,0.0,1.0,1,67500.0,0.0,4.0,1.0,1.0,-18880.0,-4114,1,0,0,0,0.0,3,1
5048300,1.0,1.0,0.0,1,180000.0,0.0,4.0,1.0,1.0,-11091.0,-1161,1,0,0,0,8.0,3,1
5048301,1.0,1.0,0.0,1,180000.0,0.0,4.0,1.0,1.0,-11091.0,-1161,1,0,0,0,8.0,3,1
5050603,1.0,0.0,0.0,0,157500.0,3.0,4.0,1.0,1.0,-18327.0,-7288,1,1,0,0,8.0,2,1
5050606,1.0,0.0,0.0,0,157500.0,3.0,4.0,1.0,1.0,-18327.0,-7288,1,1,0,0,8.0,2,1
5050671,1.0,0.0,0.0,0,171000.0,0.0,2.0,3.0,1.0,-11610.0,-166,1,1,1,0,6.0,1,1
5051160,1.0,1.0,0.0,1,135000.0,3.0,4.0,1.0,1.0,-9594.0,-866,1,0,0,0,8.0,3,1
5051161,1.0,1.0,0.0,1,135000.0,3.0,4.0,1.0,1.0,-9594.0,-866,1,0,0,0,8.0,3,1
5052659,0.0,0.0,1.0,0,103500.0,3.0,4.0,1.0,1.0,-10396.0,-564,1,0,0,1,7.0,2,1
5052661,0.0,0.0,1.0,0,103500.0,3.0,4.0,1.0,1.0,-10396.0,-564,1,0,0,1,7.0,2,1
5052877,1.0,1.0,1.0,0,225000.0,3.0,4.0,1.0,1.0,-17915.0,-3366,1,0,0,0,4.0,2,1
5052879,1.0,1.0,1.0,0,225000.0,3.0,4.0,1.0,1.0,-17915.0,-3366,1,0,0,0,4.0,2,1
5052882,1.0,1.0,1.0,0,225000.0,3.0,4.0,1.0,1.0,-17915.0,-3366,1,0,0,0,4.0,2,1
5053254,0.0,1.0,1.0,0,180000.0,0.0,4.0,1.0,1.0,-18667.0,-2150,1,1,0,0,10.0,2,1
5054063,1.0,0.0,0.0,1,157500.0,3.0,4.0,1.0,1.0,-16424.0,-1458,1,0,0,0,4.0,3,1
5054068,1.0,0.0,0.0,1,157500.0,3.0,4.0,1.0,1.0,-16424.0,-1458,1,0,0,0,4.0,1,1
5054524,0.0,0.0,0.0,2,180000.0,3.0,4.0,1.0,1.0,-16611.0,-8369,1,0,0,0,14.0,4,1
5054525,0.0,0.0,0.0,2,180000.0,3.0,4.0,3.0,1.0,-16611.0,-8369,1,0,0,0,14.0,4,1
5058345,0.0,0.0,1.0,0,99000.0,1.0,1.0,2.0,1.0,-24611.0,365243,1,0,0,0,14.0,1,1
5058348,0.0,0.0,1.0,0,99000.0,1.0,1.0,2.0,1.0,-24611.0,365243,1,0,0,0,14.0,1,1
5058350,1.0,0.0,1.0,0,99000.0,1.0,1.0,2.0,1.0,-24611.0,365243,1,0,0,0,14.0,1,1
5058352,0.0,0.0,1.0,0,99000.0,1.0,1.0,2.0,1.0,-24611.0,365243,1,0,0,0,14.0,1,1
5058530,1.0,0.0,0.0,0,391500.0,3.0,4.0,3.0,2.0,-9242.0,-508,1,0,0,0,14.0,1,1
5058531,1.0,0.0,0.0,0,391500.0,3.0,4.0,3.0,2.0,-9242.0,-508,1,0,0,0,14.0,1,1
5058532,1.0,0.0,0.0,0,391500.0,3.0,4.0,3.0,2.0,-20872.0,-508,1,0,0,0,14.0,1,1
5061360,1.0,0.0,1.0,0,65250.0,1.0,1.0,1.0,1.0,-20872.0,365243,1,0,0,0,17.0,2,1
5061396,1.0,0.0,1.0,0,72900.0,1.0,3.0,1.0,1.0,-23423.0,365243,1,0,0,0,17.0,2,1
5061636,0.0,0.0,1.0,0,225000.0,1.0,4.0,1.0,2.0,-21664.0,365243,1,0,1,0,17.0,2,1
5061691,0.0,0.0,1.0,1,67500.0,0.0,1.0,1.0,1.0,-9122.0,-1567,1,0,0,1,17.0,3,1
5062136,1.0,0.0,0.0,1,180000.0,3.0,4.0,3.0,1.0,-12947.0,-137,1,0,0,0,8.0,2,1
5062137,1.0,0.0,1.0,1,202500.0,3.0,4.0,3.0,1.0,-12947.0,-137,1,0,0,0,8.0,2,1
5065348,0.0,1.0,1.0,0,202500.0,3.0,1.0,1.0,1.0,-15160.0,-3974,1,0,0,0,6.0,2,1
5065462,0.0,0.0,0.0,0,157500.0,0.0,4.0,1.0,1.0,-19004.0,-1570,1,0,0,0,8.0,2,1
5065518,0.0,1.0,0.0,1,202500.0,3.0,1.0,1.0,4.0,-9510.0,-2878,1,0,0,0,8.0,3,1
5068389,0.0,1.0,1.0,1,270000.0,3.0,1.0,2.0,1.0,-14052.0,-140,1,0,1,0,14.0,2,1
5068456,0.0,1.0,0.0,0,135000.0,0.0,4.0,1.0,1.0,-13581.0,-2576,1,0,0,0,3.0,2,1
5068651,0.0,1.0,1.0,0,360000.0,2.0,1.0,2.0,1.0,-19305.0,-1905,1,0,0,0,3.0,1,1
5069216,0.0,1.0,1.0,0,256500.0,0.0,1.0,1.0,1.0,-11210.0,-1724,1,1,0,0,0.0,2,1
5069218,0.0,1.0,1.0,0,256500.0,0.0,1.0,3.0,1.0,-11210.0,-1724,1,1,0,0,0.0,2,1
5069307,1.0,0.0,1.0,0,157500.0,3.0,4.0,1.0,1.0,-15640.0,-1328,1,0,0,0,3.0,2,1
5078820,0.0,0.0,0.0,2,225000.0,0.0,4.0,1.0,1.0,-14476.0,-4987,1,0,0,0,6.0,4,1
5078945,0.0,0.0,1.0,2,180000.0,3.0,2.0,2.0,1.0,-12253.0,-3496,1,1,0,0,8.0,3,1
5078946,0.0,0.0,1.0,2,180000.0,3.0,2.0,2.0,1.0,-12253.0,-3496,1,1,0,0,8.0,3,1
5079166,1.0,1.0,0.0,0,202500.0,3.0,4.0,1.0,5.0,-13720.0,-1394,1,0,0,0,8.0,2,1
5079167,1.0,1.0,0.0,0,202500.0,3.0,4.0,1.0,5.0,-13720.0,-1394,1,0,0,0,8.0,2,1
5079168,1.0,1.0,0.0,0,202500.0,3.0,4.0,1.0,5.0,-13720.0,-1394,1,0,0,0,8.0,2,1
5085886,1.0,1.0,1.0,0,315000.0,0.0,1.0,1.0,1.0,-18661.0,-1265,1,0,0,0,10.0,2,1
5089162,0.0,1.0,0.0,0,225000.0,3.0,1.0,1.0,1.0,-20264.0,-2531,1,1,1,0,0.0,2,1
5089959,1.0,0.0,1.0,1,126000.0,0.0,4.0,0.0,1.0,-12755.0,-2105,1,0,0,0,16.0,3,1
5090166,0.0,0.0,1.0,1,675000.0,0.0,4.0,3.0,1.0,-15452.0,-860,1,0,0,0,16.0,2,1
5090214,1.0,1.0,1.0,0,135000.0,3.0,4.0,1.0,1.0,-10712.0,-217,1,0,0,0,8.0,2,1
5090216,1.0,1.0,1.0,0,135000.0,3.0,4.0,1.0,1.0,-10712.0,-217,1,0,0,0,8.0,2,1
5092087,1.0,1.0,1.0,2,247500.0,3.0,4.0,1.0,1.0,-17320.0,-535,1,0,0,0,8.0,4,1
5092245,0.0,0.0,0.0,0,103500.0,1.0,4.0,1.0,1.0,-22111.0,365243,1,0,0,0,3.0,2,1
5092479,1.0,0.0,0.0,1,85500.0,2.0,4.0,1.0,2.0,-15014.0,-6866,1,0,0,0,3.0,3,1
5096527,0.0,0.0,0.0,0,135000.0,3.0,4.0,4.0,0.0,-20012.0,-584,1,0,0,0,3.0,1,1
5096528,0.0,0.0,0.0,0,135000.0,3.0,4.0,4.0,0.0,-20012.0,-584,1,0,0,0,3.0,1,1
5096743,0.0,0.0,1.0,0,180000.0,3.0,3.0,4.0,1.0,-16803.0,-2227,1,1,1,0,1.0,1,1
5097065,0.0,0.0,1.0,0,121500.0,3.0,4.0,1.0,1.0,-18971.0,-8161,1,0,0,0,10.0,2,1
5100430,1.0,1.0,0.0,0,180000.0,3.0,4.0,3.0,1.0,-16310.0,-613,1,0,0,0,8.0,1,1
5105045,1.0,0.0,1.0,0,225000.0,1.0,4.0,4.0,1.0,-22939.0,365243,1,0,0,0,6.0,1,1
5105056,1.0,1.0,0.0,0,135000.0,0.0,1.0,3.0,2.0,-11528.0,-606,1,0,1,1,6.0,1,1
5106077,0.0,0.0,1.0,0,135000.0,0.0,4.0,1.0,1.0,-19764.0,-6944,1,0,0,0,11.0,2,1
5113621,1.0,0.0,0.0,0,225000.0,3.0,4.0,4.0,2.0,-19406.0,-346,1,0,0,0,16.0,1,1
5113933,0.0,0.0,0.0,0,67500.0,1.0,4.0,4.0,1.0,-23271.0,365243,1,0,1,0,3.0,1,1
5113944,0.0,1.0,0.0,0,135000.0,1.0,4.0,1.0,1.0,-23324.0,365243,1,0,1,0,3.0,2,1
5114249,1.0,0.0,0.0,1,130500.0,3.0,2.0,1.0,4.0,-11331.0,-1808,1,1,1,0,3.0,3,1
5114253,1.0,0.0,0.0,1,130500.0,3.0,2.0,1.0,4.0,-11331.0,-1808,1,1,1,0,3.0,3,1
5115604,0.0,0.0,1.0,0,202500.0,3.0,4.0,1.0,1.0,-14523.0,-3420,1,0,0,0,3.0,2,1
5115606,0.0,0.0,1.0,0,202500.0,3.0,4.0,1.0,1.0,-14523.0,-3420,1,0,0,0,3.0,2,1
5115608,0.0,0.0,1.0,0,202500.0,3.0,4.0,1.0,1.0,-14523.0,-3420,1,0,0,0,3.0,2,1
5115610,0.0,0.0,1.0,0,202500.0,3.0,4.0,1.0,1.0,-14523.0,-3420,1,0,0,0,3.0,2,1
5115611,0.0,0.0,1.0,0,202500.0,3.0,4.0,3.0,1.0,-14523.0,-3420,1,0,0,0,3.0,2,1
5116035,1.0,1.0,1.0,0,126000.0,3.0,1.0,3.0,1.0,-14522.0,-863,1,1,0,0,10.0,1,1
5116036,1.0,1.0,1.0,0,126000.0,3.0,1.0,3.0,1.0,-14522.0,-863,1,1,0,0,10.0,1,1
5116258,0.0,0.0,1.0,4,180000.0,0.0,4.0,1.0,1.0,-17468.0,-7413,1,0,0,0,3.0,6,1
5116301,0.0,0.0,1.0,0,180000.0,1.0,4.0,1.0,1.0,-22655.0,365243,1,0,0,0,3.0,2,1
5116302,0.0,0.0,1.0,0,180000.0,1.0,4.0,1.0,1.0,-22655.0,365243,1,0,0,0,3.0,2,1
5116304,0.0,0.0,1.0,0,180000.0,1.0,4.0,1.0,1.0,-22655.0,365243,1,0,0,0,3.0,2,1
5116305,0.0,0.0,1.0,0,211500.0,1.0,4.0,1.0,1.0,-22655.0,365243,1,0,0,0,3.0,2,1
5116906,1.0,1.0,1.0,0,211500.0,1.0,4.0,1.0,1.0,-15047.0,-7553,1,0,0,0,3.0,2,1
5117313,0.0,0.0,1.0,1,157500.0,0.0,4.0,1.0,1.0,-13022.0,-3931,1,1,1,0,8.0,3,1
5117413,0.0,0.0,0.0,0,81000.0,1.0,4.0,2.0,1.0,-22279.0,365243,1,0,1,0,8.0,1,1
5118046,0.0,0.0,0.0,0,81000.0,1.0,4.0,4.0,1.0,-23902.0,365243,1,0,1,0,8.0,1,1
5118275,0.0,0.0,0.0,0,112500.0,1.0,4.0,1.0,2.0,-21363.0,365243,1,0,0,0,8.0,2,1
5118278,0.0,0.0,0.0,0,112500.0,1.0,4.0,1.0,2.0,-21363.0,365243,1,0,0,0,8.0,2,1
5118279,0.0,0.0,0.0,0,112500.0,1.0,4.0,1.0,2.0,-21363.0,365243,1,0,0,0,8.0,2,1
5118280,0.0,0.0,0.0,0,112500.0,1.0,4.0,3.0,2.0,-21363.0,365243,1,0,0,0,8.0,2,1
5118283,1.0,0.0,0.0,0,112500.0,1.0,4.0,1.0,2.0,-21363.0,365243,1,0,0,0,8.0,2,1
5118541,0.0,0.0,1.0,0,72000.0,3.0,4.0,1.0,1.0,-18132.0,-1039,1,0,1,0,8.0,2,1
5125289,0.0,0.0,0.0,1,202500.0,3.0,4.0,2.0,1.0,-13939.0,-134,1,0,0,0,8.0,2,1
5125299,0.0,0.0,1.0,0,148500.0,1.0,4.0,1.0,1.0,-20846.0,365243,1,0,0,0,6.0,2,1
5125708,0.0,1.0,1.0,0,135000.0,3.0,3.0,1.0,1.0,-16413.0,-622,1,0,1,0,6.0,2,1
5125716,0.0,1.0,1.0,0,135000.0,3.0,3.0,1.0,1.0,-16413.0,-622,1,0,1,0,6.0,2,1
5125761,1.0,0.0,1.0,0,270000.0,0.0,4.0,3.0,2.0,-18020.0,-1595,1,0,0,0,2.0,1,1
5125763,1.0,1.0,0.0,1,135000.0,0.0,4.0,3.0,1.0,-13030.0,-1626,1,0,1,0,8.0,3,1
5125934,0.0,0.0,1.0,2,135000.0,0.0,3.0,0.0,5.0,-9862.0,-1868,1,1,0,0,14.0,4,1
5126278,1.0,0.0,0.0,0,162000.0,1.0,4.0,1.0,1.0,-21244.0,365243,1,0,0,0,16.0,2,1
5135344,1.0,0.0,1.0,0,112500.0,0.0,1.0,1.0,1.0,-20103.0,-555,1,0,0,0,16.0,2,1
5135345,1.0,0.0,1.0,0,112500.0,0.0,1.0,1.0,1.0,-20103.0,-555,1,0,0,0,16.0,2,1
5135346,1.0,0.0,1.0,0,112500.0,0.0,1.0,1.0,1.0,-20103.0,-555,1,0,0,0,16.0,2,1
5135485,0.0,0.0,1.0,0,135000.0,2.0,1.0,3.0,2.0,-10660.0,-1935,1,0,0,0,3.0,1,1
5135487,0.0,0.0,1.0,0,135000.0,2.0,1.0,3.0,2.0,-10660.0,-1935,1,0,0,0,3.0,1,1
5135636,1.0,1.0,1.0,0,195750.0,3.0,4.0,1.0,1.0,-18836.0,-931,1,1,1,0,8.0,2,1
5135990,0.0,0.0,1.0,1,585000.0,0.0,1.0,3.0,1.0,-10430.0,-900,1,0,0,0,10.0,2,1
5135991,0.0,0.0,1.0,1,585000.0,0.0,1.0,3.0,1.0,-10430.0,-900,1,0,0,0,10.0,2,1
5142183,1.0,1.0,1.0,2,450000.0,0.0,1.0,1.0,1.0,-17841.0,-4305,1,1,1,0,10.0,4,1
5142184,1.0,1.0,1.0,2,450000.0,0.0,1.0,1.0,1.0,-17841.0,-4305,1,1,1,0,10.0,4,1
5142185,1.0,1.0,1.0,2,450000.0,0.0,1.0,1.0,1.0,-17841.0,-4305,1,1,1,0,10.0,4,1
5142361,1.0,1.0,1.0,1,112500.0,3.0,4.0,1.0,1.0,-16204.0,-925,1,1,1,0,4.0,3,1
5142362,1.0,1.0,1.0,1,112500.0,3.0,4.0,1.0,1.0,-16204.0,-925,1,1,1,0,4.0,3,1
5142456,0.0,0.0,0.0,0,67500.0,0.0,1.0,2.0,1.0,-18952.0,-499,1,0,1,0,3.0,1,1
5142458,0.0,0.0,1.0,0,67500.0,0.0,1.0,2.0,1.0,-18952.0,-499,1,0,1,0,3.0,1,1
5142459,0.0,0.0,1.0,0,67500.0,0.0,1.0,2.0,1.0,-18952.0,-499,1,0,1,0,3.0,1,1
5143342,1.0,0.0,0.0,1,216000.0,3.0,4.0,1.0,2.0,-12946.0,-2418,1,0,0,1,8.0,3,1
5145690,0.0,0.0,1.0,0,306000.0,1.0,1.0,1.0,1.0,-21590.0,365243,1,0,0,0,10.0,2,1
5145817,0.0,0.0,1.0,0,90000.0,1.0,4.0,1.0,1.0,-22011.0,365243,1,0,0,0,10.0,2,1
5146005,1.0,1.0,1.0,0,225000.0,3.0,4.0,3.0,1.0,-10177.0,-189,1,0,0,1,10.0,1,1
5146079,0.0,0.0,1.0,1,108000.0,3.0,4.0,1.0,1.0,-12723.0,-1132,1,1,1,0,14.0,3,1
5146167,0.0,0.0,1.0,0,135000.0,3.0,4.0,1.0,1.0,-20296.0,-1770,1,0,0,0,16.0,2,1
5146444,0.0,0.0,1.0,0,135000.0,3.0,4.0,4.0,1.0,-14394.0,-919,1,0,1,0,10.0,1,1
5148932,1.0,1.0,0.0,0,108000.0,3.0,4.0,1.0,3.0,-17209.0,-1081,1,0,0,0,16.0,2,1
5148934,1.0,1.0,0.0,0,108000.0,3.0,4.0,1.0,3.0,-17209.0,-1081,1,0,0,0,16.0,2,1
5149188,1.0,1.0,0.0,1,450000.0,3.0,1.0,1.0,1.0,-9847.0,-502,1,0,1,1,3.0,3,1
5149190,1.0,1.0,0.0,1,450000.0,3.0,1.0,1.0,1.0,-9847.0,-502,1,0,1,1,3.0,3,1
5149192,1.0,1.0,0.0,1,450000.0,3.0,1.0,1.0,1.0,-9847.0,-502,1,0,1,1,3.0,3,1
5149828,1.0,1.0,1.0,0,315000.0,3.0,4.0,1.0,1.0,-17348.0,-2420,1,0,0,0,10.0,2,1
5149834,0.0,0.0,1.0,0,157500.0,0.0,1.0,1.0,1.0,-12387.0,-1325,1,0,1,1,11.0,2,1
5149838,0.0,0.0,1.0,0,157500.0,1.0,1.0,1.0,1.0,-12387.0,-1325,1,0,1,1,11.0,2,1
5118538,0.0,0.0,1.0,1,81000.0,3.0,4.0,1.0,2.0,-15749.0,-6367,1,1,1,0,1.0,3,0
5069057,1.0,1.0,0.0,0,225000.0,0.0,4.0,1.0,1.0,-17762.0,-2484,1,0,0,0,8.0,2,0
5066689,0.0,0.0,1.0,0,180000.0,0.0,1.0,0.0,1.0,-12946.0,-341,1,0,1,1,14.0,2,0
5086062,0.0,0.0,1.0,0,135000.0,2.0,4.0,1.0,1.0,-20542.0,-9422,1,0,1,0,3.0,2,0
5113717,0.0,0.0,0.0,1,135000.0,3.0,4.0,1.0,1.0,-16415.0,-3054,1,0,0,1,12.0,3,0
5066765,0.0,0.0,1.0,1,63000.0,0.0,4.0,1.0,1.0,-14550.0,-2987,1,0,0,0,14.0,3,0
5105227,0.0,0.0,1.0,0,135000.0,3.0,4.0,1.0,1.0,-17365.0,-2128,1,0,0,0,8.0,2,0
5054648,0.0,0.0,1.0,0,112500.0,1.0,4.0,3.0,1.0,-24238.0,365243,1,0,0,0,3.0,1,0
5067187,0.0,0.0,1.0,0,112500.0,3.0,1.0,1.0,1.0,-11432.0,-820,1,1,0,0,3.0,2,0
5105818,0.0,0.0,1.0,0,45000.0,1.0,4.0,1.0,1.0,-22072.0,365243,1,0,1,0,2.0,2,0
5033574,0.0,1.0,1.0,1,202500.0,3.0,4.0,1.0,1.0,-14222.0,-141,1,1,1,0,2.0,3,0
5125478,0.0,0.0,1.0,0,202500.0,1.0,4.0,1.0,1.0,-20661.0,365243,1,0,0,0,10.0,2,0
5046340,1.0,0.0,1.0,1,180000.0,3.0,3.0,1.0,1.0,-10581.0,-1692,1,1,0,0,10.0,3,0
5054058,1.0,1.0,0.0,1,450000.0,3.0,1.0,1.0,1.0,-15045.0,-4686,1,0,1,0,10.0,3,0
5022326,1.0,1.0,1.0,0,256500.0,0.0,1.0,1.0,1.0,-21503.0,-1674,1,0,0,1,3.0,2,0
5065764,0.0,0.0,1.0,0,90000.0,3.0,4.0,3.0,1.0,-14746.0,-693,1,0,0,0,14.0,1,0
5067849,0.0,0.0,1.0,0,180000.0,0.0,4.0,3.0,1.0,-14756.0,-567,1,0,0,0,14.0,1,0
5097169,0.0,0.0,0.0,0,90000.0,0.0,4.0,3.0,1.0,-10731.0,-885,1,0,0,0,14.0,1,0
5048583,0.0,0.0,1.0,0,135000.0,1.0,4.0,1.0,1.0,-21579.0,365243,1,0,0,0,3.0,2,0
5115566,1.0,0.0,1.0,0,126000.0,1.0,4.0,1.0,4.0,-16491.0,365243,1,0,0,0,3.0,2,0
5052722,0.0,0.0,0.0,0,126000.0,1.0,4.0,1.0,1.0,-21875.0,365243,1,0,0,0,3.0,2,0
5067723,0.0,0.0,1.0,1,337500.0,3.0,0.0,3.0,1.0,-12555.0,-2769,1,0,0,0,3.0,2,0
5056077,1.0,1.0,1.0,0,90000.0,3.0,4.0,1.0,1.0,-12154.0,-1547,1,0,0,0,3.0,2,0
5022275,1.0,1.0,1.0,0,131400.0,1.0,4.0,1.0,1.0,-23646.0,365243,1,0,0,0,8.0,2,0
5143016,1.0,0.0,0.0,0,180000.0,0.0,4.0,0.0,4.0,-14542.0,-3179,1,0,0,0,8.0,2,0
5066709,0.0,0.0,1.0,0,247500.0,1.0,4.0,4.0,1.0,-24511.0,365243,1,0,0,0,3.0,1,0
5021445,0.0,0.0,1.0,0,121500.0,3.0,4.0,1.0,5.0,-13315.0,-5204,1,1,1,0,3.0,2,0
5053592,0.0,0.0,1.0,1,117000.0,3.0,3.0,4.0,1.0,-17633.0,-3072,1,0,1,0,16.0,2,0
5116163,0.0,0.0,1.0,2,90000.0,3.0,4.0,1.0,1.0,-9899.0,-320,1,0,0,0,16.0,4,0
5041273,1.0,0.0,1.0,0,445500.0,0.0,1.0,2.0,1.0,-19298.0,-2469,1,0,0,0,8.0,1,0
5066627,1.0,1.0,1.0,0,157500.0,3.0,4.0,1.0,1.0,-10066.0,-583,1,0,0,0,8.0,2,0
5125399,1.0,1.0,0.0,0,112500.0,3.0,4.0,1.0,1.0,-10066.0,-834,1,0,0,0,8.0,2,0
5067345,0.0,1.0,0.0,0,180000.0,0.0,4.0,1.0,1.0,-16541.0,-1085,1,0,1,0,11.0,2,0
5053711,0.0,1.0,0.0,2,157500.0,0.0,2.0,1.0,1.0,-12857.0,-1399,1,0,0,1,11.0,4,0
5096234,0.0,0.0,0.0,0,117000.0,3.0,4.0,1.0,1.0,-17087.0,-7310,1,1,1,0,11.0,2,0
5125158,1.0,0.0,1.0,1,234000.0,3.0,4.0,1.0,1.0,-11970.0,-1748,1,0,0,0,8.0,3,0
5143231,0.0,1.0,1.0,1,1575000.0,0.0,1.0,3.0,1.0,-10142.0,-2479,1,0,0,0,10.0,2,0
5062688,1.0,1.0,1.0,0,247500.0,2.0,4.0,1.0,2.0,-20112.0,-875,1,1,0,1,6.0,2,0
